cod_resultado_fatec;codcursofatec;cod_curso;nome_curso;codfatec;cod_instituicao;instituicao;ano;semestre;periodo;qtde_vagas;qtde_inscrito;demanda;nota_corte;nota_maxima
0;194;0;Análise e Desenvolvimento de Sistemas;16;0;Fatec Mococa;2022;2;NOITE;0;0;0;61,875;93,775
0;97;0;Gestão da Tecnologia da Informação;16;0;Fatec Mococa;2022;2;MANHÃ;0;0;0;30,800;91,025
0;245;0;Gestão Empresarial;16;0;Fatec Mococa;2022;2;NOITE;0;0;0;54,725;97,350
0;245;0;Gestão Empresarial;16;0;Fatec Mococa;2022;2;EAD;0;0;0;67,925;94,875
0;75;0;Agronegócio;45;0;Fatec Mogi das Cruzes;2022;2;NOITE;0;0;0;55,825;88,423
0;75;0;Agronegócio;45;0;Fatec Mogi das Cruzes;2022;2;TARDE;0;0;0;24,200;80,250
0;194;0;Análise e Desenvolvimento de Sistemas;45;0;Fatec Mogi das Cruzes;2022;2;NOITE;0;0;0;81,000;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;45;0;Fatec Mogi das Cruzes;2022;2;TARDE;0;0;0;75,428;100,000
0;224;0;Gestão de Recursos Humanos;45;0;Fatec Mogi das Cruzes;2022;2;MANHÃ;0;0;0;51,698;81,000
0;245;0;Gestão Empresarial;45;0;Fatec Mogi das Cruzes;2022;2;EAD;0;0;0;74,015;94,875
0;179;0;Logística;45;0;Fatec Mogi das Cruzes;2022;2;MANHÃ;0;0;0;55,000;88,750
0;194;0;Análise e Desenvolvimento de Sistemas;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;NOITE;0;0;0;75,900;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;MANHÃ;0;0;0;57,200;85,000
0;0;0;Fabricação Mecânica;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;MANHÃ;0;0;0;29,150;86,445
0;245;0;Gestão Empresarial;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;EAD;0;0;0;74,250;92,950
0;0;0;Mecatrônica Industrial;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;TARDE;0;0;0;27,225;88,275
0;0;0;Projetos Mecânicos;30;0;Fatec Mogi Mirim - Arthur de Azevedo;2022;2;NOITE;0;0;0;50,600;83,325
0;92;0;Automação Industrial;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;MANHÃ;0;0;0;49,500;89,100
0;92;0;Automação Industrial;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;NOITE;0;0;0;67,375;98,310
0;275;0;Desenvolvimento de Software Multiplataforma;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;NOITE;0;0;0;76,000;93,775
0;245;0;Gestão Empresarial;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;EAD;0;0;0;77,275;90,000
0;187;0;Gestão Financeira;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;TARDE;0;0;0;33,053;85,800
0;187;0;Gestão Financeira;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;NOITE;0;0;0;72,885;100,000
0;201;0;Manutenção Industrial;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;NOITE;0;0;0;56,375;91,025
0;201;0;Manutenção Industrial;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;MANHÃ;0;0;0;DESCL.;71,473
0;0;0;Redes de Computadores;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;TARDE;0;0;0;20,075;82,500
0;0;0;Redes de Computadores;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;NOITE;0;0;0;58,850;88,000
0;0;0;Sistemas Biomédicos;49;0;Fatec Osasco - Pref. Hirant Sanazar;2022;2;MANHÃ;0;0;0;48,750;91,750
0;75;0;Agronegócio;6;0;Fatec Ourinhos;2022;2;NOITE;0;0;0;51,980;75,900
0;75;0;Agronegócio;6;0;Fatec Ourinhos;2022;2;MANHÃ;0;0;0;20,350;90,118
0;194;0;Análise e Desenvolvimento de Sistemas;6;0;Fatec Ourinhos;2022;2;TARDE;0;0;0;49,720;93,000
0;194;0;Análise e Desenvolvimento de Sistemas;6;0;Fatec Ourinhos;2022;2;NOITE;0;0;0;75,900;98,028
0;270;0;Ciência de Dados;6;0;Fatec Ourinhos;2022;2;NOITE;0;0;0;51,975;90,250
0;245;0;Gestão Empresarial;6;0;Fatec Ourinhos;2022;2;EAD;0;0;0;69,025;83,325
0;0;0;Jogos Digitais;6;0;Fatec Ourinhos;2022;2;MANHÃ;0;0;0;37,950;97,500
0;198;0;Segurança da Informação;6;0;Fatec Ourinhos;2022;2;MANHÃ;0;0;0;39,651;82,225
0;198;0;Segurança da Informação;6;0;Fatec Ourinhos;2022;2;NOITE;0;0;0;61,868;91,850
0;0;0;Gestão de Negócios e Inovação;25;0;Fatec Pindamonhangaba;2022;2;NOITE;0;0;0;49,438;75,250
0;245;0;Gestão Empresarial;25;0;Fatec Pindamonhangaba;2022;2;EAD;0;0;0;69,750;91,300
0;201;0;Manutenção Industrial;25;0;Fatec Pindamonhangaba;2022;2;NOITE;0;0;0;51,700;93,225
0;246;0;Mecânica - Processos de Soldagem;25;0;Fatec Pindamonhangaba;2022;2;MANHÃ;0;0;0;26,250;81,400
0;0;0;Processos Metalúrgicos;25;0;Fatec Pindamonhangaba;2022;2;NOITE;0;0;0;59,950;85,033
0;0;0;Projetos Mecânicos;25;0;Fatec Pindamonhangaba;2022;2;MANHÃ;0;0;0;DESCL.;82,225
0;76;0;Alimentos;37;0;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;MANHÃ;0;0;0;32,750;83,875
0;125;0;Biocombustíveis;37;0;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;NOITE;0;0;0;43,175;84,750
0;245;0;Gestão Empresarial;37;0;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;MANHÃ;0;0;0;42,075;84,750
0;245;0;Gestão Empresarial;37;0;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;NOITE;0;0;0;66,825;89,925
0;0;0;Big Data no Agronegócio;55;0;Fatec Pompéia - Shunji Nishimura;2022;2;TARDE;0;0;0;29,975;91,300
0;0;0;Mecanização em Agricultura de Precisão;55;0;Fatec Pompéia - Shunji Nishimura;2022;2;MANHÃ;0;0;0;39,600;78,100
0;0;0;Mecanização em Agricultura de Precisão;55;0;Fatec Pompéia - Shunji Nishimura;2022;2;NOITE;0;0;0;59,125;95,425
0;194;0;Análise e Desenvolvimento de Sistemas;14;0;Fatec Praia Grande;2022;2;TARDE;0;0;0;69,025;82,773
0;194;0;Análise e Desenvolvimento de Sistemas;14;0;Fatec Praia Grande;2022;2;NOITE;0;0;0;79,750;95,425
0;274;0;Comércio Exterior;14;0;Fatec Praia Grande;2022;2;MANHÃ;0;0;0;49,225;88,140
0;274;0;Comércio Exterior;14;0;Fatec Praia Grande;2022;2;NOITE;0;0;0;62,433;90,475
0;245;0;Gestão Empresarial;14;0;Fatec Praia Grande;2022;2;MANHÃ;0;0;0;45,200;89,375
0;245;0;Gestão Empresarial;14;0;Fatec Praia Grande;2022;2;NOITE;0;0;0;64,075;90,500
0;245;0;Gestão Empresarial;14;0;Fatec Praia Grande;2022;2;EAD;0;0;0;67,750;86,445
0;0;0;Processos Químicos;14;0;Fatec Praia Grande;2022;2;MANHÃ;0;0;0;29,425;87,725
0;0;0;Processos Químicos;14;0;Fatec Praia Grande;2022;2;NOITE;0;0;0;49,438;84,203
0;75;0;Agronegócio;29;0;Fatec Presidente Prudente;2022;2;NOITE;0;0;0;42,350;74,800
0;194;0;Análise e Desenvolvimento de Sistemas;29;0;Fatec Presidente Prudente;2022;2;NOITE;0;0;0;71,225;99,000
0;194;0;Análise e Desenvolvimento de Sistemas;29;0;Fatec Presidente Prudente;2022;2;MANHÃ;0;0;0;57,475;93,500
0;163;0;Eventos;29;0;Fatec Presidente Prudente;2022;2;NOITE;0;0;0;36,565;74,525
0;245;0;Gestão Empresarial;29;0;Fatec Presidente Prudente;2022;2;NOITE;0;0;0;56,650;84,718
0;245;0;Gestão Empresarial;29;0;Fatec Presidente Prudente;2022;2;EAD;0;0;0;69,000;87,725
0;259;0;Marketing;29;0;Fatec Presidente Prudente;2022;2;MANHÃ;0;0;0;42,093;82,225
0;0;0;Produção Agropecuária;29;0;Fatec Presidente Prudente;2022;2;MANHÃ;0;0;0;31,750;79,000
0;275;0;Desenvolvimento de Software Multiplataforma;75;0;Fatec Registro;2022;2;NOITE;0;0;0;63,525;92,943
0;194;0;Análise e Desenvolvimento de Sistemas;65;0;Fatec Ribeirão Preto;2022;2;MANHÃ;0;0;0;69,575;93,225
0;194;0;Análise e Desenvolvimento de Sistemas;65;0;Fatec Ribeirão Preto;2022;2;NOITE;0;0;0;81,675;100,000
0;0;0;Gestão de Negócios e Inovação;65;0;Fatec Ribeirão Preto;2022;2;NOITE;0;0;0;64,900;95,975
0;0;0;Sistemas Biomédicos;65;0;Fatec Ribeirão Preto;2022;2;NOITE;0;0;0;54,917;94,600
0;194;0;Análise e Desenvolvimento de Sistemas;64;0;Fatec Santana de Parnaíba;2022;2;MANHÃ;0;0;0;58,575;99,158
0;270;0;Ciência de Dados;64;0;Fatec Santana de Parnaíba;2022;2;NOITE;0;0;0;60,173;89,925
0;186;0;Gestão Comercial;64;0;Fatec Santana de Parnaíba;2022;2;NOITE;0;0;0;59,400;89,650
0;198;0;Segurança da Informação;64;0;Fatec Santana de Parnaíba;2022;2;NOITE;0;0;0;54,523;87,010
0;118;0;Eletrônica Automotiva;21;0;Fatec Santo André;2022;2;MANHÃ;0;0;0;30,385;93,790
0;118;0;Eletrônica Automotiva;21;0;Fatec Santo André;2022;2;NOITE;0;0;0;58,300;92,125
0;0;0;Mecânica Automobilística;21;0;Fatec Santo André;2022;2;NOITE;0;0;0;64,149;89,270
0;0;0;Mecatrônica Industrial;21;0;Fatec Santo André;2022;2;MANHÃ;0;0;0;53,750;89,750
0;194;0;Análise e Desenvolvimento de Sistemas;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;NOITE;0;0;0;81,250;97,463
0;194;0;Análise e Desenvolvimento de Sistemas;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;76,500;92,378
0;270;0;Ciência de Dados;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;46,750;86,445
0;224;0;Gestão de Recursos Humanos;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;NOITE;0;0;0;56,500;83,903
0;245;0;Gestão Empresarial;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;45,650;83,903
0;245;0;Gestão Empresarial;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;EAD;0;0;0;72,325;89,650
0;0;0;Gestão Portuária;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;45,375;81,675
0;0;0;Gestão Portuária;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;NOITE;0;0;0;58,750;97,463
0;179;0;Logística;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;37,675;86,075
0;179;0;Logística;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;NOITE;0;0;0;68,200;93,508
0;0;0;Sistemas para Internet;4;0;Fatec Baixada Santista - Rubens Lara;2022;2;MANHÃ;0;0;0;57,750;92,675
0;92;0;Automação Industrial;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;NOITE;0;0;0;70,950;94,600
0;92;0;Automação Industrial;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;MANHÃ;0;0;0;55,653;94,355
0;245;0;Gestão Empresarial;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;EAD;0;0;0;72,325;98,175
0;0;0;Informática para Negócios;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;MANHÃ;0;0;0;48,750;84,975
0;0;0;Informática para Negócios;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;NOITE;0;0;0;62,433;100,000
0;0;0;Manufatura Avançada;18;0;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;NOITE;0;0;0;54,175;82,225
0;194;0;Análise e Desenvolvimento de Sistemas;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;MANHÃ;0;0;0;72,600;98,028
0;194;0;Análise e Desenvolvimento de Sistemas;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;TARDE;0;0;0;67,925;87,575
0;274;0;Comércio Exterior;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;TARDE;0;0;0;29,250;88,423
0;245;0;Gestão Empresarial;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;EAD;0;0;0;72,885;91,025
0;0;0;Jogos Digitais;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;NOITE;0;0;0;70,400;100,000
0;198;0;Segurança da Informação;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;NOITE;0;0;0;76,840;93,775
0;198;0;Segurança da Informação;33;0;Fatec São Caetano do Sul - Antonio Russo;2022;2;MANHÃ;0;0;0;48,400;87,450
0;224;0;Gestão de Recursos Humanos;57;0;Fatec São Carlos;2022;2;NOITE;0;0;0;56,292;90,750
0;245;0;Gestão Empresarial;57;0;Fatec São Carlos;2022;2;NOITE;0;0;0;56,925;82,500
0;75;0;Agronegócio;17;0;Fatec São José do Rio Preto;2022;2;MANHÃ;0;0;0;14,500;79,750
0;75;0;Agronegócio;17;0;Fatec São José do Rio Preto;2022;2;NOITE;0;0;0;50,568;83,055
0;194;0;Análise e Desenvolvimento de Sistemas;17;0;Fatec São José do Rio Preto;2022;2;TARDE;0;0;0;77,550;100,000
0;245;0;Gestão Empresarial;17;0;Fatec São José do Rio Preto;2022;2;EAD;0;0;0;75,075;93,775
0;0;0;Informática para Negócios;17;0;Fatec São José do Rio Preto;2022;2;MANHÃ;0;0;0;48,819;85,250
0;0;0;Informática para Negócios;17;0;Fatec São José do Rio Preto;2022;2;NOITE;0;0;0;67,235;93,225
0;194;0;Análise e Desenvolvimento de Sistemas;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;MANHÃ;0;0;0;75,750;95,500
0;221;0;Banco de Dados;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;NOITE;0;0;0;75,428;92,400
0;275;0;Desenvolvimento de Software Multiplataforma;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;MANHÃ;0;0;0;68,750;97,350
0;94;0;Gestão da Produção Industrial;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;NOITE;0;0;0;52,250;85,525
0;245;0;Gestão Empresarial;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;EAD;0;0;0;78,100;90,118
0;179;0;Logística;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;NOITE;0;0;0;62,000;91,300
0;179;0;Logística;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;MANHÃ;0;0;0;36,443;98,175
0;0;0;Manufatura Avançada;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;MANHÃ;0;0;0;35,250;78,375
0;219;0;Manutenção de Aeronaves;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;NOITE;0;0;0;58,850;92,675
0;0;0;Projetos de Estruturas Aeronáuticas;28;0;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;NOITE;0;0;0;34,925;88,705
0;194;0;Análise e Desenvolvimento de Sistemas;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;NOITE;0;0;0;81,400;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;TARDE;0;0;0;63,800;96,250
0;276;0;Big Data para Negócios;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;MANHÃ;0;0;0;60,173;89,100
0;163;0;Eventos;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;MANHÃ;0;0;0;39,050;98,175
0;186;0;Gestão Comercial;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;NOITE;0;0;0;63,280;92,400
0;186;0;Gestão Comercial;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;MANHÃ;0;0;0;35,030;81,500
0;224;0;Gestão de Recursos Humanos;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;NOITE;0;0;0;64,075;93,500
0;245;0;Gestão Empresarial;48;0;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;EAD;0;0;0;70,908;94,600
0;92;0;Automação Industrial;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;TARDE;0;0;0;25,990;82,250
0;92;0;Automação Industrial;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;NOITE;0;0;0;66,953;100,000
0;275;0;Desenvolvimento de Software Multiplataforma;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;TARDE;0;0;0;57,375;94,638
0;0;0;Fabricação Mecânica;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;NOITE;0;0;0;49,849;84,975
0;201;0;Manutenção Industrial;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;MANHÃ;0;0;0;29,975;72,875
0;246;0;Mecânica - Processos de Soldagem;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;MANHÃ;0;0;0;27,775;64,128
0;246;0;Mecânica - Processos de Soldagem;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;NOITE;0;0;0;43,450;85,250
0;0;0;Refrigeração, Ventilação e Ar Condicionado;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;MANHÃ;0;0;0;24,475;89,270
0;0;0;Refrigeração, Ventilação e Ar Condicionado;53;0;Fatec Itaquera - Prof. Miguel Reale;2022;2;NOITE;0;0;0;60,173;95,975
0;194;0;Análise e Desenvolvimento de Sistemas;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;84,750;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;83,875;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;1;0;Fatec São Paulo;2022;2;TARDE;0;0;0;78,375;100,000
0;91;0;Construção Civil - Edifícios;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;26,000;92,400
0;91;0;Construção Civil - Edifícios;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;68,930;100,000
0;0;0;Eletrônica Industrial;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;68,475;97,350
0;108;0;Estradas;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;46,613;100,000
0;227;0;Gestão de Turismo;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;61,325;93,500
0;227;0;Gestão de Turismo;1;0;Fatec São Paulo;2022;2;TARDE;0;0;0;43,505;80,513
0;245;0;Gestão Empresarial;1;0;Fatec São Paulo;2022;2;EAD;0;0;0;82,750;100,000
0;96;0;Hidráulica e Saneamento Ambiental;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;0;0
0;96;0;Hidráulica e Saneamento Ambiental;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;61,585;99,550
0;258;0;Instalações Elétricas;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;54,000;100,000
0;236;0;Materiais;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;0;0
0;104;0;Mecânica - Processos de Produção;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;0;0
0;104;0;Mecânica - Processos de Produção;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;41,750;94,050
0;105;0;Mecânica - Projetos;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;29,098;86,000
0;105;0;Mecânica - Projetos;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;62,715;95,975
0;0;0;Mecânica de Precisão;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;30,800;93,500
0;0;0;Microeletrônica;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;36,575;87,293
0;0;0;Secretariado e Assessoria Internacional;1;0;Fatec São Paulo;2022;2;MANHÃ;0;0;0;63,345;92,500
0;0;0;Secretariado e Assessoria Internacional;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;68,930;97,180
0;106;0;Soldagem;1;0;Fatec São Paulo;2022;2;NOITE;0;0;0;25,750;91,850
0;0;0;Gestão de Negócios e Inovação;59;0;Fatec Sebrae;2022;2;MANHÃ;0;0;0;60,775;86,900
0;0;0;Gestão de Negócios e Inovação;59;0;Fatec Sebrae;2022;2;NOITE;0;0;0;70,400;93,790
0;259;0;Marketing;59;0;Fatec Sebrae;2022;2;NOITE;0;0;0;73,168;94,050
0;259;0;Marketing;59;0;Fatec Sebrae;2022;2;MANHÃ;0;0;0;68,750;100,000
0;242;0;Construção de Edifícios;50;0;Fatec Tatuapé - Victor Civita;2022;2;TARDE;0;0;0;38,703;86,625
0;242;0;Construção de Edifícios;50;0;Fatec Tatuapé - Victor Civita;2022;2;NOITE;0;0;0;66,670;98,450
0;243;0;Controle de Obras;50;0;Fatec Tatuapé - Victor Civita;2022;2;MANHÃ;0;0;0;27,250;74,250
0;243;0;Controle de Obras;50;0;Fatec Tatuapé - Victor Civita;2022;2;NOITE;0;0;0;59,500;88,500
0;0;0;Design de Produto com Ênfase em Processos de Produção e Industrialização;50;0;Fatec Tatuapé - Victor Civita;2022;2;MANHÃ;0;0;0;57,200;90,500
0;245;0;Gestão Empresarial;50;0;Fatec Tatuapé - Victor Civita;2022;2;EAD;0;0;0;74,298;93,225
0;0;0;Transporte Terrestre;50;0;Fatec Tatuapé - Victor Civita;2022;2;NOITE;0;0;0;48,250;88,000
0;0;0;Transporte Terrestre;50;0;Fatec Tatuapé - Victor Civita;2022;2;MANHÃ;0;0;0;31,750;83,600
0;194;0;Análise e Desenvolvimento de Sistemas;10;0;Fatec Zona Leste;2022;2;TARDE;0;0;0;69,213;88,705
0;194;0;Análise e Desenvolvimento de Sistemas;10;0;Fatec Zona Leste;2022;2;NOITE;0;0;0;82,750;100,000
0;274;0;Comércio Exterior;10;0;Fatec Zona Leste;2022;2;MANHÃ;0;0;0;61,000;84,468
0;274;0;Comércio Exterior;10;0;Fatec Zona Leste;2022;2;TARDE;0;0;0;52,788;86,900
0;267;0;Desenvolvimento de Produtos Plásticos;10;0;Fatec Zona Leste;2022;2;NOITE;0;0;0;0;0
0;275;0;Desenvolvimento de Software Multiplataforma;10;0;Fatec Zona Leste;2022;2;MANHÃ;0;0;0;69,783;94,355
0;224;0;Gestão de Recursos Humanos;10;0;Fatec Zona Leste;2022;2;MANHÃ;0;0;0;56,375;89,375
0;245;0;Gestão Empresarial;10;0;Fatec Zona Leste;2022;2;MANHÃ;0;0;0;53,900;93,508
0;245;0;Gestão Empresarial;10;0;Fatec Zona Leste;2022;2;EAD;0;0;0;75,350;95,425
0;179;0;Logística;10;0;Fatec Zona Leste;2022;2;NOITE;0;0;0;66,825;91,248
0;179;0;Logística;10;0;Fatec Zona Leste;2022;2;MANHÃ;0;0;0;44,070;86,350
0;0;0;Polímeros;10;0;Fatec Zona Leste;2022;2;NOITE;0;0;0;37,675;89,925
0;194;0;Análise e Desenvolvimento de Sistemas;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;MANHÃ;0;0;0;72,050;99,158
0;194;0;Análise e Desenvolvimento de Sistemas;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;NOITE;0;0;0;77,688;98,725
0;275;0;Desenvolvimento de Software Multiplataforma;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;TARDE;0;0;0;41,750;89,650
0;245;0;Gestão Empresarial;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;MANHÃ;0;0;0;48,025;97,500
0;245;0;Gestão Empresarial;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;TARDE;0;0;0;30,250;88,705
0;245;0;Gestão Empresarial;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;EAD;0;0;0;73,150;88,550
0;179;0;Logística;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;NOITE;0;0;0;58,195;84,468
0;179;0;Logística;20;0;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;TARDE;0;0;0;33,825;88,140
0;186;0;Gestão Comercial;56;0;Fatec São Roque;2022;2;NOITE;0;0;0;59,950;91,850
0;227;0;Gestão de Turismo;56;0;Fatec São Roque;2022;2;NOITE;0;0;0;27,403;84,750
0;0;0;Sistemas para Internet;56;0;Fatec São Roque;2022;2;NOITE;0;0;0;69,850;93,225
0;97;0;Gestão da Tecnologia da Informação;46;0;Fatec São Sebastião;2022;2;MANHÃ;0;0;0;40,425;83,600
0;245;0;Gestão Empresarial;46;0;Fatec São Sebastião;2022;2;EAD;0;0;0;65,250;93,775
0;245;0;Gestão Empresarial;46;0;Fatec São Sebastião;2022;2;NOITE;0;0;0;47,575;80,795
0;179;0;Logística;46;0;Fatec São Sebastião;2022;2;NOITE;0;0;0;21,450;91,025
0;94;0;Gestão da Produção Industrial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;NOITE;0;0;0;50,600;76,840
0;245;0;Gestão Empresarial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;EAD;0;0;0;67,500;88,275
0;245;0;Gestão Empresarial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;MANHÃ;0;0;0;44,635;74,580
0;245;0;Gestão Empresarial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;NOITE;0;0;0;60,173;83,600
0;201;0;Manutenção Industrial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;NOITE;0;0;0;34,748;77,275
0;246;0;Mecânica - Processos de Soldagem;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;NOITE;0;0;0;30,793;74,800
0;0;0;Mecatrônica Industrial;38;0;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;MANHÃ;0;0;0;26,750;74,250
0;194;0;Análise e Desenvolvimento de Sistemas;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;78,650;100,000
0;194;0;Análise e Desenvolvimento de Sistemas;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;NOITE;0;0;0;81,950;100,000
0;118;0;Eletrônica Automotiva;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;TARDE;0;0;0;0;0
0;0;0;Fabricação Mecânica;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;26,500;77,405
0;0;0;Fabricação Mecânica;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;NOITE;0;0;0;56,375;100,000
0;269;0;Gestão da Qualidade;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;47,025;77,825
0;245;0;Gestão Empresarial;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;EAD;0;0;0;78,375;92,400
0;179;0;Logística;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;TARDE;0;0;0;35,030;79,383
0;0;0;Manufatura Avançada;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;MANHÃ;0;0;0;0;0
0;0;0;Polímeros;2;0;Fatec Sorocaba - José Crespo Gonzales;2022;2;NOITE;0;0;0;31,350;88,825
