cod_curso;nome_curso;cod_instituicao;nome_instituicaoano;semestre;periodo;qtde_vagas;qtde_inscrito;demanda;nota_corte;nota_maxima
245;Gestão Empresarial;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;EaD;20;229;11.45;77.275;90.000
187;Gestão Financeira;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Tarde;40;52;1.30;33.053;85.800
187;Gestão Financeira;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Noite;40;259;6.48;72.885;100.000
201;Manutenção Industrial;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Noite;40;107;2.68;56.375;91.025
201;Manutenção Industrial;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Manhã;40;45;1.13;34.375;71.473
222;Redes de Computadores;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Tarde;40;52;1.30;20.075;82.500
222;Redes de Computadores;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Noite;40;137;3.43;58.850;88.000
115;Sistemas Biomédicos;49;Fatec Osasco - Pref. Hirant Sanazar;2022;2;Manhã;40;89;2.23;48.750;91.750
75;Agronegócio;6;Fatec Ourinhos;2022;2;Noite;40;93;2.33;51.980;75.900
75;Agronegócio;6;Fatec Ourinhos;2022;2;Manhã;40;65;1.63;20.350;90.118
194;Análise e Desenvolvimento de Sistemas;6;Fatec Ourinhos;2022;2;Tarde;40;70;1.75;49.720;93.000
194;Análise e Desenvolvimento de Sistemas;6;Fatec Ourinhos;2022;2;Noite;40;288;7.20;75.900;98.028
270;Ciência de Dados;6;Fatec Ourinhos;2022;2;Noite;40;75;1.88;51.975;90.250
245;Gestão Empresarial;6;Fatec Ourinhos;2022;2;EaD;20;102;5.10;69.025;83.325
199;Jogos Digitais;6;Fatec Ourinhos;2022;2;Manhã;40;62;1.55;37.950;97.500
198;Segurança da Informação;6;Fatec Ourinhos;2022;2;Manhã;40;70;1.75;39.651;82.225
198;Segurança da Informação;6;Fatec Ourinhos;2022;2;Noite;40;85;2.13;61.868;91.850
256;Gestão de Negócios e Inovação;25;Fatec Pindamonhangaba;2022;2;Noite;40;76;1.90;49.438;75.250
245;Gestão Empresarial;25;Fatec Pindamonhangaba;2022;2;EaD;20;122;6.10;69.750;91.300
201;Manutenção Industrial;25;Fatec Pindamonhangaba;2022;2;Noite;40;104;2.60;51.700;93.225
246;Mecânica - Processos de Soldagem;25;Fatec Pindamonhangaba;2022;2;Manhã;40;42;1.05;26.250;81.400
223;Processos Metalúrgicos;25;Fatec Pindamonhangaba;2022;2;Noite;40;124;3.10;59.950;85.033
235;Projetos Mecânicos;25;Fatec Pindamonhangaba;2022;2;Manhã;40;34;0.85;27.000;82.225
76;Alimentos;37;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;Manhã;40;53;1.33;32.750;83.875
125;Biocombustíveis;37;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;Noite;40;61;1.53;43.175;84.750
245;Gestão Empresarial;37;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;Manhã;40;56;1.40;42.075;84.750
245;Gestão Empresarial;37;Fatec Piracicaba - Dep. Roque Trevisan;2022;2;Noite;40;161;4.03;66.825;89.925
262;Big Data no Agronegócio;55;Fatec Pompéia - Shunji Nishimura;2022;2;Tarde;40;61;1.53;29.975;91.300
191;Mecanização em Agricultura de Precisão;55;Fatec Pompéia - Shunji Nishimura;2022;2;Manhã;40;67;1.68;39.600;78.100
191;Mecanização em Agricultura de Precisão;55;Fatec Pompéia - Shunji Nishimura;2022;2;Noite;40;182;4.55;59.125;95.425
194;Análise e Desenvolvimento de Sistemas;14;Fatec Praia Grande;2022;2;Tarde;40;166;4.15;69.025;82.773
194;Análise e Desenvolvimento de Sistemas;14;Fatec Praia Grande;2022;2;Noite;40;525;13.13;79.750;95.425
274;Comércio Exterior;14;Fatec Praia Grande;2022;2;Manhã;40;61;1.53;49.225;88.140
274;Comércio Exterior;14;Fatec Praia Grande;2022;2;Noite;40;138;3.45;62.433;90.475
245;Gestão Empresarial;14;Fatec Praia Grande;2022;2;Manhã;40;66;1.65;45.200;89.375
245;Gestão Empresarial;14;Fatec Praia Grande;2022;2;Noite;40;168;4.20;64.075;90.500
245;Gestão Empresarial;14;Fatec Praia Grande;2022;2;EaD;20;126;6.30;67.750;86.445
225;Processos Químicos;14;Fatec Praia Grande;2022;2;Manhã;40;46;1.15;29.425;87.725
225;Processos Químicos;14;Fatec Praia Grande;2022;2;Noite;40;80;2.00;49.438;84.203
75;Agronegócio;29;Fatec Presidente Prudente;2022;2;Noite;40;67;1.68;42.350;74.800
194;Análise e Desenvolvimento de Sistemas;29;Fatec Presidente Prudente;2022;2;Noite;40;203;5.08;71.225;99.000
194;Análise e Desenvolvimento de Sistemas;29;Fatec Presidente Prudente;2022;2;Manhã;40;81;2.03;57.475;93.500
163;Eventos;29;Fatec Presidente Prudente;2022;2;Noite;40;62;1.55;36.565;74.525
245;Gestão Empresarial;29;Fatec Presidente Prudente;2022;2;Noite;40;115;2.88;56.650;84.718
245;Gestão Empresarial;29;Fatec Presidente Prudente;2022;2;EaD;20;119;5.95;69.000;87.725
259;Marketing;29;Fatec Presidente Prudente;2022;2;Manhã;40;68;1.70;42.093;82.225
268;Produção Agropecuária;29;Fatec Presidente Prudente;2022;2;Manhã;40;62;1.55;31.750;79.000
275;Desenvolvimento de Software Multiplataforma;75;Fatec Registro;2022;2;Noite;35;92;2.63;63.525;92.943
194;Análise e Desenvolvimento de Sistemas;65;Fatec Ribeirão Preto;2022;2;Manhã;40;164;4.10;69.575;93.225
194;Análise e Desenvolvimento de Sistemas;65;Fatec Ribeirão Preto;2022;2;Noite;40;403;10.08;81.675;100.000
256;Gestão de Negócios e Inovação;65;Fatec Ribeirão Preto;2022;2;Noite;40;121;3.03;64.900;95.975
115;Sistemas Biomédicos;65;Fatec Ribeirão Preto;2022;2;Noite;40;82;2.05;54.917;94.600
194;Análise e Desenvolvimento de Sistemas;64;Fatec Santana de Parnaíba;2022;2;Manhã;40;131;3.28;58.575;99.158
270;Ciência de Dados;64;Fatec Santana de Parnaíba;2022;2;Noite;40;117;2.93;60.173;89.925
186;Gestão Comercial;64;Fatec Santana de Parnaíba;2022;2;Noite;40;150;3.75;59.400;89.650
198;Segurança da Informação;64;Fatec Santana de Parnaíba;2022;2;Noite;40;110;2.75;54.523;87.010
118;Eletrônica Automotiva;21;Fatec Santo André;2022;2;Manhã;40;37;0.93;30.385;93.790
118;Eletrônica Automotiva;21;Fatec Santo André;2022;2;Noite;40;99;2.48;58.300;92.125
250;Mecânica Automobilística;21;Fatec Santo André;2022;2;Noite;40;137;3.43;64.149;89.270
111;Mecatrônica Industrial;21;Fatec Santo André;2022;2;Manhã;40;99;2.48;53.750;89.750
194;Análise e Desenvolvimento de Sistemas;4;Fatec Baixada Santista - Rubens Lara;2022;2;Noite;40;478;11.95;81.250;97.463
194;Análise e Desenvolvimento de Sistemas;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;214;5.35;76.500;92.378
270;Ciência de Dados;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;61;1.53;46.750;86.445
224;Gestão de Recursos Humanos;4;Fatec Baixada Santista - Rubens Lara;2022;2;Noite;40;126;3.15;56.500;83.903
245;Gestão Empresarial;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;57;1.43;45.650;83.903
245;Gestão Empresarial;4;Fatec Baixada Santista - Rubens Lara;2022;2;EaD;20;142;7.10;72.325;89.650
254;Gestão Portuária;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;76;1.90;45.375;81.675
254;Gestão Portuária;4;Fatec Baixada Santista - Rubens Lara;2022;2;Noite;40;177;4.43;58.750;97.463
179;Logística;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;59;1.48;37.675;86.075
179;Logística;4;Fatec Baixada Santista - Rubens Lara;2022;2;Noite;40;172;4.30;68.200;93.508
197;Sistemas para Internet;4;Fatec Baixada Santista - Rubens Lara;2022;2;Manhã;40;68;1.70;57.750;92.675
92;Automação Industrial;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;Noite;40;302;7.55;70.950;94.600
92;Automação Industrial;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;Manhã;40;91;2.28;55.653;94.355
245;Gestão Empresarial;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;EaD;20;169;8.45;72.325;98.175
100;Informática para Negócios;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;Manhã;40;59;1.48;48.750;84.975
100;Informática para Negócios;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;Noite;40;146;3.65;62.433;100.000
263;Manufatura Avançada;18;Fatec São Bernardo do Campo - Adib Moisés Dib;2022;2;Noite;40;81;2.03;54.175;82.225
194;Análise e Desenvolvimento de Sistemas;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Manhã;40;244;6.10;72.600;98.028
194;Análise e Desenvolvimento de Sistemas;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Tarde;40;107;2.68;67.925;87.575
274;Comércio Exterior;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Tarde;40;38;0.95;29.250;88.423
245;Gestão Empresarial;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;EaD;20;120;6.00;72.885;91.025
199;Jogos Digitais;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Noite;40;104;2.60;70.400;100.000
198;Segurança da Informação;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Noite;40;233;5.83;76.840;93.775
198;Segurança da Informação;33;Fatec São Caetano do Sul - Antonio Russo;2022;2;Manhã;40;65;1.63;48.400;87.450
224;Gestão de Recursos Humanos;57;Fatec São Carlos;2022;2;Noite;40;100;2.50;56.292;90.750
245;Gestão Empresarial;57;Fatec São Carlos;2022;2;Noite;40;97;2.43;56.925;82.500
75;Agronegócio;17;Fatec São José do Rio Preto;2022;2;Manhã;40;62;1.55;14.500;79.750
75;Agronegócio;17;Fatec São José do Rio Preto;2022;2;Noite;40;87;2.18;50.568;83.055
194;Análise e Desenvolvimento de Sistemas;17;Fatec São José do Rio Preto;2022;2;Tarde;40;209;5.23;77.550;100.000
245;Gestão Empresarial;17;Fatec São José do Rio Preto;2022;2;EaD;20;217;10.85;75.075;93.775
100;Informática para Negócios;17;Fatec São José do Rio Preto;2022;2;Manhã;40;71;1.78;48.819;85.250
100;Informática para Negócios;17;Fatec São José do Rio Preto;2022;2;Noite;40;165;4.13;67.235;93.225
194;Análise e Desenvolvimento de Sistemas;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Manhã;40;281;7.03;75.750;95.500
221;Banco de Dados;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Noite;40;210;5.25;75.428;92.400
275;Desenvolvimento de Software Multiplataforma;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Manhã;40;109;2.73;68.750;97.350
94;Gestão da Produção Industrial;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Noite;40;82;2.05;52.250;85.525
245;Gestão Empresarial;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;EaD;20;143;7.15;78.100;90.118
179;Logística;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Noite;40;111;2.78;62.000;91.300
179;Logística;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Manhã;40;48;1.20;36.443;98.175
263;Manufatura Avançada;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Manhã;40;41;1.03;35.250;78.375
219;Manutenção de Aeronaves;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Noite;40;104;2.60;58.850;92.675
251;Projetos de Estruturas Aeronáuticas;28;Fatec São José dos Campos - Prof. Jessen Vidal;2022;2;Noite;40;54;1.35;34.925;88.705
194;Análise e Desenvolvimento de Sistemas;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Noite;40;414;10.35;81.400;100.000
194;Análise e Desenvolvimento de Sistemas;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Tarde;40;80;2.00;63.800;96.250
276;Big Data para Negócios;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Manhã;40;79;1.98;60.173;89.100
163;Eventos;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Manhã;40;49;1.23;39.050;98.175
186;Gestão Comercial;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Noite;40;124;3.10;63.280;92.400
186;Gestão Comercial;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Manhã;40;50;1.25;35.030;81.500
224;Gestão de Recursos Humanos;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;Noite;40;148;3.70;64.075;93.500
245;Gestão Empresarial;48;Fatec Ipiranga - Pastor Enéas Tognini;2022;2;EaD;20;109;5.45;70.908;94.600
92;Automação Industrial;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Tarde;40;49;1.23;25.990;82.250
92;Automação Industrial;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Noite;40;266;6.65;66.953;100.000
275;Desenvolvimento de Software Multiplataforma;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Tarde;40;101;2.53;57.375;94.638
240;Fabricação Mecânica;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Noite;40;83;2.08;49.849;84.975
201;Manutenção Industrial;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Manhã;40;53;1.33;29.975;72.875
246;Mecânica - Processos de Soldagem;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Manhã;40;55;1.38;27.775;64.128
246;Mecânica - Processos de Soldagem;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Noite;40;66;1.65;43.450;85.250
255;Refrigeração, Ventilação e Ar Condicionado;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Manhã;40;50;1.25;24.475;89.270
255;Refrigeração, Ventilação e Ar Condicionado;53;Fatec Itaquera - Prof. Miguel Reale;2022;2;Noite;40;188;4.70;60.173;95.975
194;Análise e Desenvolvimento de Sistemas;1;Fatec São Paulo;2022;2;Noite;80;1265;15.81;84.750;100.000
194;Análise e Desenvolvimento de Sistemas;1;Fatec São Paulo;2022;2;Manhã;40;530;13.25;83.875;100.000
194;Análise e Desenvolvimento de Sistemas;1;Fatec São Paulo;2022;2;Tarde;40;193;4.83;78.375;100.000
91;Construção Civil - Edifícios;1;Fatec São Paulo;2022;2;Manhã;80;98;1.23;26.000;92.400
91;Construção Civil - Edifícios;1;Fatec São Paulo;2022;2;Noite;60;258;4.30;68.930;100.000
252;Eletrônica Industrial;1;Fatec São Paulo;2022;2;Noite;40;166;4.15;68.475;97.350
108;Estradas;1;Fatec São Paulo;2022;2;Noite;40;57;1.43;46.613;100.000
227;Gestão de Turismo;1;Fatec São Paulo;2022;2;Manhã;40;94;2.35;61.325;93.500
227;Gestão de Turismo;1;Fatec São Paulo;2022;2;Tarde;40;30;0.75;43.505;80.513
245;Gestão Empresarial;1;Fatec São Paulo;2022;2;EaD;20;361;18.05;82.750;100.000
96;Hidráulica e Saneamento Ambiental;1;Fatec São Paulo;2022;2;Manhã;0;0;0;0;0
96;Hidráulica e Saneamento Ambiental;1;Fatec São Paulo;2022;2;Noite;40;107;2.68;61.585;99.550
258;Instalações Elétricas;1;Fatec São Paulo;2022;2;Manhã;40;104;2.60;54.000;100.000
236;Materiais;1;Fatec São Paulo;2022;2;Manhã;0;0;0;0;0
104;Mecânica - Processos de Produção;1;Fatec São Paulo;2022;2;Manhã;0;0;0;0;0
104;Mecânica - Processos de Produção;1;Fatec São Paulo;2022;2;Noite;60;84;1.40;41.750;94.050
105;Mecânica - Projetos;1;Fatec São Paulo;2022;2;Manhã;80;60;0.75;29.098;86.000
105;Mecânica - Projetos;1;Fatec São Paulo;2022;2;Noite;60;152;2.53;62.715;95.975
103;Mecânica de Precisão;1;Fatec São Paulo;2022;2;Manhã;40;29;0.73;30.800;93.500
261;Microeletrônica;1;Fatec São Paulo;2022;2;Manhã;40;51;1.28;36.575;87.293
89;Secretariado e Assessoria Internacional;1;Fatec São Paulo;2022;2;Manhã;40;109;2.73;63.345;92.500
89;Secretariado e Assessoria Internacional;1;Fatec São Paulo;2022;2;Noite;40;207;5.18;68.930;97.180
106;Soldagem;1;Fatec São Paulo;2022;2;Noite;40;56;1.40;25.750;91.850
256;Gestão de Negócios e Inovação;59;Fatec Sebrae;2022;2;Manhã;35;70;2.00;60.775;86.900
256;Gestão de Negócios e Inovação;59;Fatec Sebrae;2022;2;Noite;35;150;4.29;70.400;93.790
259;Marketing;59;Fatec Sebrae;2022;2;Noite;35;240;6.86;73.168;94.050
259;Marketing;59;Fatec Sebrae;2022;2;Manhã;35;126;3.60;68.750;100.000
242;Construção de Edifícios;50;Fatec Tatuapé - Victor Civita;2022;2;Tarde;40;52;1.30;38.703;86.625
242;Construção de Edifícios;50;Fatec Tatuapé - Victor Civita;2022;2;Noite;40;151;3.78;66.670;98.450
243;Controle de Obras;50;Fatec Tatuapé - Victor Civita;2022;2;Manhã;40;49;1.23;27.250;74.250
243;Controle de Obras;50;Fatec Tatuapé - Victor Civita;2022;2;Noite;40;91;2.28;59.500;88.500
271;Design de Produto com Ênfase em Processos de Produção e Industrialização;50;Fatec Tatuapé - Victor Civita;2022;2;Manhã;40;73;1.83;57.200;90.500
245;Gestão Empresarial;50;Fatec Tatuapé - Victor Civita;2022;2;EaD;20;240;12.00;74.298;93.225
218;Transporte Terrestre;50;Fatec Tatuapé - Victor Civita;2022;2;Noite;40;61;1.53;48.250;88.000
218;Transporte Terrestre;50;Fatec Tatuapé - Victor Civita;2022;2;Manhã;40;46;1.15;31.750;83.600
194;Análise e Desenvolvimento de Sistemas;10;Fatec Zona Leste;2022;2;Tarde;40;159;3.98;69.213;88.705
194;Análise e Desenvolvimento de Sistemas;10;Fatec Zona Leste;2022;2;Noite;40;693;17.33;82.750;100.000
274;Comércio Exterior;10;Fatec Zona Leste;2022;2;Manhã;40;79;1.98;61.000;84.468
274;Comércio Exterior;10;Fatec Zona Leste;2022;2;Tarde;40;61;1.53;52.788;86.900
267;Desenvolvimento de Produtos Plásticos;10;Fatec Zona Leste;2022;2;Noite;0;0;0;0;0
275;Desenvolvimento de Software Multiplataforma;10;Fatec Zona Leste;2022;2;Manhã;40;141;3.53;69.783;94.355
224;Gestão de Recursos Humanos;10;Fatec Zona Leste;2022;2;Manhã;40;118;2.95;56.375;89.375
245;Gestão Empresarial;10;Fatec Zona Leste;2022;2;Manhã;40;88;2.20;53.900;93.508
245;Gestão Empresarial;10;Fatec Zona Leste;2022;2;EaD;20;190;9.50;75.350;95.425
179;Logística;10;Fatec Zona Leste;2022;2;Noite;40;190;4.75;66.825;91.248
179;Logística;10;Fatec Zona Leste;2022;2;Manhã;40;65;1.63;44.070;86.350
234;Polímeros;10;Fatec Zona Leste;2022;2;Noite;40;60;1.50;37.675;89.925
194;Análise e Desenvolvimento de Sistemas;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Manhã;40;231;5.78;72.050;99.158
194;Análise e Desenvolvimento de Sistemas;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Noite;40;521;13.03;77.688;98.725
275;Desenvolvimento de Software Multiplataforma;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Tarde;40;54;1.35;41.750;89.650
245;Gestão Empresarial;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Manhã;40;65;1.63;48.025;97.500
245;Gestão Empresarial;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Tarde;40;64;1.60;30.250;88.705
245;Gestão Empresarial;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;EaD;20;202;10.10;73.150;88.550
179;Logística;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Noite;40;144;3.60;58.195;84.468
179;Logística;20;Fatec Zona Sul - Dom Paulo Evaristo Arns;2022;2;Tarde;40;51;1.28;33.825;88.140
186;Gestão Comercial;56;Fatec São Roque;2022;2;Noite;30;79;2.63;59.950;91.850
227;Gestão de Turismo;56;Fatec São Roque;2022;2;Noite;30;44;1.47;27.403;84.750
197;Sistemas para Internet;56;Fatec São Roque;2022;2;Noite;30;118;3.93;69.850;93.225
97;Gestão da Tecnologia da Informação;46;Fatec São Sebastião;2022;2;Manhã;40;58;1.45;40.425;83.600
245;Gestão Empresarial;46;Fatec São Sebastião;2022;2;EaD;20;57;2.85;65.250;93.775
245;Gestão Empresarial;46;Fatec São Sebastião;2022;2;Noite;40;63;1.58;47.575;80.795
179;Logística;46;Fatec São Sebastião;2022;2;Noite;40;45;1.13;21.450;91.025
94;Gestão da Produção Industrial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Noite;40;91;2.28;50.600;76.840
245;Gestão Empresarial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;EaD;20;109;5.45;67.500;88.275
245;Gestão Empresarial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Manhã;40;75;1.88;44.635;74.580
245;Gestão Empresarial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Noite;40;146;3.65;60.173;83.600
201;Manutenção Industrial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Noite;40;58;1.45;34.748;77.275
246;Mecânica - Processos de Soldagem;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Noite;40;58;1.45;30.793;74.800
111;Mecatrônica Industrial;38;Fatec Sertãozinho - Dep. Waldyr Alceu Trigo;2022;2;Manhã;40;47;1.18;26.750;74.250
194;Análise e Desenvolvimento de Sistemas;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;305;7.63;78.650;100.000
194;Análise e Desenvolvimento de Sistemas;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Noite;40;539;13.48;81.950;100.000
118;Eletrônica Automotiva;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Tarde;0;0;0;0;0
240;Fabricação Mecânica;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;39;0.98;26.500;77.405
240;Fabricação Mecânica;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Noite;80;181;2.26;56.375;100.000
269;Gestão da Qualidade;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;68;1.70;47.025;77.825
245;Gestão Empresarial;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;EaD;20;230;11.50;78.375;92.400
179;Logística;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Tarde;40;52;1.30;35.030;79.383
263;Manufatura Avançada;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;0;0;0;0;0
234;Polímeros;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Noite;40;54;1.35;31.350;88.825
223;Processos Metalúrgicos;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;37;0.93;22.600;77.275
235;Projetos Mecânicos;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;35;0.88;29.424;94.600
235;Projetos Mecânicos;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Noite;40;148;3.70;65.258;89.270
115;Sistemas Biomédicos;2;Fatec Sorocaba - José Crespo Gonzales;2022;2;Manhã;40;58;1.45;39.750;84.185
256;Gestão de Negócios e Inovação;72;Fatec Sumaré (Região de Campinas);2022;2;Noite;40;68;1.70;34.925;86.900
224;Gestão de Recursos Humanos;72;Fatec Sumaré (Região de Campinas);2022;2;Noite;40;92;2.30;52.000;90.750
224;Gestão de Recursos Humanos;72;Fatec Sumaré (Região de Campinas);2022;2;Manhã;40;41;1.03;33.335;89.000
75;Agronegócio;7;Fatec Taquaritinga;2022;2;Noite;40;79;1.98;48.590;82.500
75;Agronegócio;7;Fatec Taquaritinga;2022;2;Tarde;40;57;1.43;24.200;82.225
194;Análise e Desenvolvimento de Sistemas;7;Fatec Taquaritinga;2022;2;Noite;40;212;5.30;70.125;92.943
194;Análise e Desenvolvimento de Sistemas;7;Fatec Taquaritinga;2022;2;Tarde;40;39;0.98;29.750;78.925
245;Gestão Empresarial;7;Fatec Taquaritinga;2022;2;EaD;20;83;4.15;59.325;88.550
217;Produção Industrial;7;Fatec Taquaritinga;2022;2;Manhã;40;43;1.08;30.500;80.025
217;Produção Industrial;7;Fatec Taquaritinga;2022;2;Noite;40;57;1.43;37.950;75.075
197;Sistemas para Internet;7;Fatec Taquaritinga;2022;2;Manhã;40;48;1.20;24.205;78.253
92;Automação Industrial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Noite;40;91;2.28;51.436;79.200
92;Automação Industrial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Manhã;40;47;1.18;39.550;81.400
97;Gestão da Tecnologia da Informação;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Noite;40;130;3.25;61.325;85.525
97;Gestão da Tecnologia da Informação;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Manhã;40;74;1.85;48.950;86.900
245;Gestão Empresarial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Tarde;40;66;1.65;42.075;96.050
245;Gestão Empresarial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Noite;40;182;4.55;62.998;87.725
201;Manutenção Industrial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Noite;40;51;1.28;32.175;86.445
201;Manutenção Industrial;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Manhã;40;54;1.35;29.250;77.123
220;Produção Fonográfica;26;Fatec Tatuí - Prof. Wilson Roberto Ribeiro de Camargo;2022;2;Tarde;40;72;1.80;56.100;92.500
194;Análise e Desenvolvimento de Sistemas;51;Fatec Taubaté;2022;2;Noite;40;307;7.68;77.000;97.075
118;Eletrônica Automotiva;51;Fatec Taubaté;2022;2;Noite;40;58;1.45;27.000;76.450
224;Gestão de Recursos Humanos;51;Fatec Taubaté;2022;2;Manhã;40;47;1.18;37.950;77.000
245;Gestão Empresarial;51;Fatec Taubaté;2022;2;EaD;20;100;5.00;70.625;95.975
